id_usuario,id_ativo,nome,sistema_operacional_e_versao
1839,3698,Notebook,Windows 10
1839,3699,iPhone,iOS 17
1840,3700,Servidor,Ubuntu 20.04
1840,3701,Celular,Android 14
1840,3702,MacBook,macOS Ventura
1841,3703,iPhone,iOS 17
1842,3704,Celular,Android 13
1842,3705,MacBook,macOS Monterey
1842,3706,Celular,Android 13
1843,3707,MacBook,macOS Monterey
1843,3708,Celular,Android 13
1843,3709,iPhone,iOS 17
1844,3710,Celular,Android 14
1844,3711,Celular,Android 14
1844,3712,Servidor,Ubuntu 20.04
1845,3713,Notebook,Windows 11
1846,3714,MacBook,macOS Ventura
1846,3715,Notebook,Windows 10
1846,3716,Celular,Android 14
1847,3717,MacBook,macOS Ventura
1848,3718,Celular,Android 13
1848,3719,MacBook,macOS Monterey
1849,3720,Celular,Android 13
1850,3721,MacBook,macOS Monterey
1851,3722,MacBook,macOS Monterey
1851,3723,iPhone,iOS 17
1852,3724,MacBook,macOS Ventura
1852,3725,Notebook,Windows 11
1852,3726,Celular,Android 13
1853,3727,Notebook,Windows 11
1853,3728,Celular,Android 13
1854,3729,iPhone,iOS 17
1854,3730,MacBook,macOS Ventura
1855,3731,Notebook,Windows 10
1855,3732,Servidor,Ubuntu 20.04
1856,3733,Notebook,Windows 10
1856,3734,Servidor,Ubuntu 20.04
1857,3735,Celular,Android 14
1858,3736,Celular,Android 14
1858,3737,Notebook,Windows 10
1859,3738,Notebook,Windows 10
1860,3739,iPhone,iOS 17
1860,3740,iPhone,iOS 16
1861,3741,Celular,Android 13
1861,3742,Notebook,Windows 10
1862,3743,Servidor,Ubuntu 20.04
1862,3744,Notebook,Windows 10
1862,3745,MacBook,macOS Monterey
1863,3746,Servidor,Ubuntu 20.04
1864,3747,MacBook,macOS Monterey
1865,3748,MacBook,macOS Monterey
1865,3749,Servidor,Ubuntu 20.04
1866,3750,Celular,Android 14
1866,3751,Celular,Android 14
1867,3752,Notebook,Windows 11
1867,3753,Celular,Android 14
1868,3754,Celular,Android 14
1868,3755,Celular,Android 14
1868,3756,Servidor,Ubuntu 20.04
1869,3757,Notebook,Windows 10
1869,3758,MacBook,macOS Monterey
1870,3759,Servidor,Ubuntu 20.04
1870,3760,Servidor,Ubuntu 20.04
1871,3761,MacBook,macOS Monterey
1871,3762,Notebook,Windows 11
1872,3763,Servidor,Ubuntu 20.04
1872,3764,Servidor,Ubuntu 22.04
1873,3765,MacBook,macOS Monterey
1873,3766,Notebook,Windows 11
1873,3767,iPhone,iOS 16
1874,3768,Servidor,Ubuntu 20.04
1874,3769,Celular,Android 14
1875,3770,Celular,Android 13
1875,3771,iPhone,iOS 17
1875,3772,Celular,Android 14
1876,3773,Servidor,Ubuntu 22.04
1876,3774,MacBook,macOS Ventura
1877,3775,Celular,Android 14
1877,3776,iPhone,iOS 17
1877,3777,Notebook,Windows 11
1878,3778,Celular,Android 13
1878,3779,Celular,Android 13
1879,3780,MacBook,macOS Ventura
1880,3781,iPhone,iOS 17
1881,3782,Servidor,Ubuntu 20.04
1881,3783,Notebook,Windows 11
1881,3784,iPhone,iOS 17
1882,3785,Notebook,Windows 10
1883,3786,iPhone,iOS 17
1883,3787,Servidor,Ubuntu 20.04
1884,3788,Servidor,Ubuntu 20.04
1884,3789,Celular,Android 13
1885,3790,Celular,Android 13
1886,3791,Servidor,Ubuntu 22.04
1886,3792,Servidor,Ubuntu 22.04
1886,3793,Notebook,Windows 10
1887,3794,Celular,Android 13
1887,3795,MacBook,macOS Monterey
1888,3796,Servidor,Ubuntu 20.04
1888,3797,Celular,Android 13
1888,3798,Celular,Android 13
1889,3799,iPhone,iOS 17
1890,3800,MacBook,macOS Ventura
1891,3801,Servidor,Ubuntu 22.04
1891,3802,iPhone,iOS 17
1891,3803,Notebook,Windows 10
1892,3804,Servidor,Ubuntu 22.04
1893,3805,Servidor,Ubuntu 20.04
1893,3806,Notebook,Windows 10
1893,3807,Servidor,Ubuntu 20.04
1894,3808,Servidor,Ubuntu 22.04
1894,3809,iPhone,iOS 17
1895,3810,iPhone,iOS 16
1896,3811,Celular,Android 13
1896,3812,Celular,Android 14
1896,3813,iPhone,iOS 17
1897,3814,MacBook,macOS Monterey
1897,3815,iPhone,iOS 16
1898,3816,Celular,Android 14
1898,3817,Servidor,Ubuntu 22.04
1898,3818,iPhone,iOS 17
1899,3819,MacBook,macOS Ventura
1899,3820,Notebook,Windows 11
1899,3821,MacBook,macOS Monterey
1900,3822,Notebook,Windows 11
1900,3823,iPhone,iOS 16
1900,3824,Notebook,Windows 10
1901,3825,iPhone,iOS 17
1901,3826,iPhone,iOS 16
1902,3827,Notebook,Windows 10
1903,3828,Celular,Android 14
1904,3829,iPhone,iOS 16
1904,3830,Servidor,Ubuntu 22.04
1904,3831,Celular,Android 14
1905,3832,Celular,Android 13
1905,3833,iPhone,iOS 17
1906,3834,Notebook,Windows 11
1906,3835,MacBook,macOS Ventura
1906,3836,Celular,Android 13
1907,3837,MacBook,macOS Ventura
1907,3838,Servidor,Ubuntu 20.04
1907,3839,Notebook,Windows 11
1908,3840,Servidor,Ubuntu 20.04
1908,3841,iPhone,iOS 16
1908,3842,Celular,Android 13
1909,3843,Notebook,Windows 10
1910,3844,Servidor,Ubuntu 20.04
1910,3845,MacBook,macOS Ventura
1910,3846,iPhone,iOS 17
1911,3847,Celular,Android 13
1911,3848,Notebook,Windows 10
1912,3849,Celular,Android 14
1912,3850,Servidor,Ubuntu 22.04
1913,3851,iPhone,iOS 16
1913,3852,MacBook,macOS Monterey
1914,3853,iPhone,iOS 16
1915,3854,Servidor,Ubuntu 20.04
1915,3855,Celular,Android 14
1916,3856,MacBook,macOS Monterey
1916,3857,MacBook,macOS Ventura
1916,3858,Celular,Android 13
1917,3859,Celular,Android 14
1917,3860,iPhone,iOS 16
1918,3861,MacBook,macOS Monterey
1919,3862,Celular,Android 14
1920,3863,MacBook,macOS Monterey
1920,3864,MacBook,macOS Monterey
1920,3865,Celular,Android 13
1921,3866,Celular,Android 14
1921,3867,Notebook,Windows 10
1921,3868,Celular,Android 13
1922,3869,iPhone,iOS 17
1922,3870,Celular,Android 13
1922,3871,Notebook,Windows 10
1923,3872,Celular,Android 13
1923,3873,Notebook,Windows 11
1923,3874,MacBook,macOS Ventura
1924,3875,Servidor,Ubuntu 20.04
1924,3876,MacBook,macOS Monterey
1924,3877,iPhone,iOS 16
1925,3878,MacBook,macOS Monterey
1925,3879,Celular,Android 14
1926,3880,MacBook,macOS Ventura
1926,3881,iPhone,iOS 16
1927,3882,Celular,Android 14
1927,3883,Notebook,Windows 11
1927,3884,Celular,Android 13
1928,3885,Celular,Android 13
1929,3886,iPhone,iOS 17
1930,3887,MacBook,macOS Monterey
1931,3888,Notebook,Windows 10
1931,3889,Notebook,Windows 10
1932,3890,iPhone,iOS 16
1932,3891,Celular,Android 13
1933,3892,Celular,Android 14
1933,3893,MacBook,macOS Ventura
1934,3894,MacBook,macOS Monterey
1935,3895,Notebook,Windows 10
1936,3896,Celular,Android 13
1937,3897,Celular,Android 14
1937,3898,iPhone,iOS 17
1937,3899,iPhone,iOS 16
1938,3900,Notebook,Windows 11
1938,3901,Celular,Android 14
1938,3902,Notebook,Windows 11
1939,3903,Notebook,Windows 10
1939,3904,Notebook,Windows 11
1940,3905,Celular,Android 13
1940,3906,Celular,Android 13
1940,3907,iPhone,iOS 17
1941,3908,Servidor,Ubuntu 20.04
1941,3909,Celular,Android 13
1942,3910,Notebook,Windows 11
1942,3911,MacBook,macOS Ventura
1943,3912,MacBook,macOS Ventura
1943,3913,Celular,Android 13
1944,3914,MacBook,macOS Ventura
1945,3915,MacBook,macOS Ventura
1945,3916,MacBook,macOS Ventura
1946,3917,Servidor,Ubuntu 20.04
1946,3918,Celular,Android 13
1946,3919,Notebook,Windows 11
1947,3920,MacBook,macOS Ventura
1948,3921,iPhone,iOS 16
1949,3922,Celular,Android 14
1950,3923,Notebook,Windows 11
1950,3924,iPhone,iOS 16
1951,3925,Servidor,Ubuntu 20.04
1951,3926,Celular,Android 13
1952,3927,Celular,Android 14
1952,3928,Celular,Android 14
1952,3929,Celular,Android 13
1953,3930,Servidor,Ubuntu 22.04
1953,3931,Notebook,Windows 11
1953,3932,Notebook,Windows 10
1954,3933,Servidor,Ubuntu 20.04
1955,3934,MacBook,macOS Ventura
1955,3935,iPhone,iOS 16
1956,3936,Servidor,Ubuntu 22.04
1956,3937,MacBook,macOS Monterey
1956,3938,MacBook,macOS Ventura
1957,3939,Servidor,Ubuntu 22.04
1958,3940,MacBook,macOS Ventura
1958,3941,Notebook,Windows 11
1958,3942,Servidor,Ubuntu 20.04
1959,3943,MacBook,macOS Ventura
1959,3944,Servidor,Ubuntu 22.04
1959,3945,Notebook,Windows 10
1960,3946,Notebook,Windows 11
1960,3947,iPhone,iOS 16
1960,3948,Servidor,Ubuntu 20.04
1961,3949,Servidor,Ubuntu 20.04
1961,3950,Notebook,Windows 10
1962,3951,iPhone,iOS 17
1962,3952,Notebook,Windows 10
1962,3953,Servidor,Ubuntu 22.04
1963,3954,iPhone,iOS 16
1963,3955,Servidor,Ubuntu 22.04
1964,3956,MacBook,macOS Monterey
1964,3957,Notebook,Windows 11
1965,3958,iPhone,iOS 17
1965,3959,MacBook,macOS Ventura
1965,3960,Servidor,Ubuntu 20.04
1966,3961,Notebook,Windows 11
1966,3962,iPhone,iOS 16
1967,3963,iPhone,iOS 17
1967,3964,Notebook,Windows 10
1967,3965,Servidor,Ubuntu 20.04
1968,3966,iPhone,iOS 16
1969,3967,Servidor,Ubuntu 22.04
1969,3968,Celular,Android 13
1970,3969,MacBook,macOS Monterey
1970,3970,Celular,Android 13
1971,3971,MacBook,macOS Ventura
1972,3972,MacBook,macOS Monterey
1972,3973,iPhone,iOS 17
1972,3974,Notebook,Windows 10
1973,3975,Celular,Android 14
1973,3976,Notebook,Windows 10
1974,3977,iPhone,iOS 16
1974,3978,Celular,Android 14
1975,3979,iPhone,iOS 17
1975,3980,Notebook,Windows 11
1976,3981,Notebook,Windows 10
1976,3982,Notebook,Windows 11
1977,3983,MacBook,macOS Ventura
1977,3984,Servidor,Ubuntu 20.04
1978,3985,Celular,Android 13
1978,3986,Celular,Android 14
1979,3987,Celular,Android 13
1979,3988,iPhone,iOS 16
1979,3989,MacBook,macOS Monterey
1980,3990,Servidor,Ubuntu 20.04
1981,3991,Servidor,Ubuntu 20.04
1981,3992,iPhone,iOS 17
1982,3993,Servidor,Ubuntu 22.04
1983,3994,Celular,Android 14
1983,3995,Celular,Android 13
1984,3996,MacBook,macOS Ventura
1984,3997,Celular,Android 13
1984,3998,Servidor,Ubuntu 20.04
1985,3999,Notebook,Windows 10
1985,4000,Notebook,Windows 11
1985,4001,MacBook,macOS Ventura
1986,4002,MacBook,macOS Monterey
1986,4003,iPhone,iOS 16
1986,4004,Celular,Android 14
1987,4005,MacBook,macOS Monterey
1987,4006,Celular,Android 14
1987,4007,MacBook,macOS Ventura
1988,4008,MacBook,macOS Ventura
1989,4009,MacBook,macOS Ventura
1990,4010,Servidor,Ubuntu 20.04
1990,4011,Notebook,Windows 10
1990,4012,iPhone,iOS 17
1991,4013,iPhone,iOS 16
1991,4014,MacBook,macOS Ventura
1991,4015,MacBook,macOS Monterey
1992,4016,Notebook,Windows 10
1992,4017,MacBook,macOS Ventura
1992,4018,iPhone,iOS 17
1993,4019,MacBook,macOS Monterey
1993,4020,Notebook,Windows 11
1993,4021,MacBook,macOS Monterey
1994,4022,MacBook,macOS Ventura
1994,4023,Celular,Android 13
1995,4024,Notebook,Windows 10
1995,4025,Servidor,Ubuntu 22.04
1995,4026,MacBook,macOS Monterey
1996,4027,Servidor,Ubuntu 20.04
1997,4028,Celular,Android 13
1997,4029,Notebook,Windows 11
1997,4030,MacBook,macOS Monterey
1998,4031,MacBook,macOS Ventura
1998,4032,Servidor,Ubuntu 20.04
1999,4033,Notebook,Windows 10
2000,4034,iPhone,iOS 16
2001,4035,iPhone,iOS 16
2002,4036,Celular,Android 13
2002,4037,iPhone,iOS 16
2003,4038,iPhone,iOS 17
2003,4039,iPhone,iOS 17
2003,4040,iPhone,iOS 17
2004,4041,iPhone,iOS 16
2004,4042,Celular,Android 13
2005,4043,Servidor,Ubuntu 20.04
2006,4044,iPhone,iOS 17
2006,4045,Servidor,Ubuntu 20.04
2006,4046,iPhone,iOS 17
2007,4047,Notebook,Windows 11
2007,4048,Celular,Android 13
2008,4049,MacBook,macOS Monterey
2009,4050,iPhone,iOS 16
2009,4051,Notebook,Windows 10
2010,4052,MacBook,macOS Ventura
2010,4053,Notebook,Windows 11
2010,4054,iPhone,iOS 17
2011,4055,MacBook,macOS Ventura
2011,4056,iPhone,iOS 17
2012,4057,iPhone,iOS 17
2012,4058,Notebook,Windows 10
2013,4059,Servidor,Ubuntu 22.04
2013,4060,Celular,Android 14
2013,4061,Servidor,Ubuntu 22.04
2014,4062,iPhone,iOS 17
2014,4063,MacBook,macOS Monterey
2015,4064,Celular,Android 14
2016,4065,Notebook,Windows 11
2016,4066,Servidor,Ubuntu 22.04
2017,4067,iPhone,iOS 16
2017,4068,Servidor,Ubuntu 22.04
2018,4069,iPhone,iOS 17
2018,4070,Notebook,Windows 11
2018,4071,Celular,Android 13
2019,4072,Servidor,Ubuntu 20.04
2020,4073,Servidor,Ubuntu 22.04
2020,4074,Notebook,Windows 11
2020,4075,iPhone,iOS 16
2021,4076,Notebook,Windows 10
2021,4077,Notebook,Windows 11
2021,4078,iPhone,iOS 16
2022,4079,Notebook,Windows 11
2022,4080,iPhone,iOS 17
2022,4081,MacBook,macOS Monterey
2023,4082,iPhone,iOS 17
2024,4083,Celular,Android 13
2024,4084,MacBook,macOS Monterey
2024,4085,iPhone,iOS 17
2025,4086,MacBook,macOS Monterey
2026,4087,iPhone,iOS 17
2027,4088,MacBook,macOS Monterey
2027,4089,Servidor,Ubuntu 20.04
2028,4090,MacBook,macOS Monterey
2028,4091,iPhone,iOS 16
2028,4092,MacBook,macOS Ventura
2029,4093,Celular,Android 13
2030,4094,MacBook,macOS Monterey
2030,4095,iPhone,iOS 17
2031,4096,Celular,Android 14
2031,4097,Servidor,Ubuntu 20.04
2032,4098,Celular,Android 13
2033,4099,Servidor,Ubuntu 22.04
2033,4100,Servidor,Ubuntu 22.04
2034,4101,iPhone,iOS 16
2034,4102,Notebook,Windows 10
2034,4103,Servidor,Ubuntu 20.04
2035,4104,Servidor,Ubuntu 20.04
2035,4105,Celular,Android 13
2035,4106,Notebook,Windows 11
2036,4107,iPhone,iOS 17
2037,4108,Celular,Android 13
2038,4109,Servidor,Ubuntu 22.04
2039,4110,MacBook,macOS Monterey
2039,4111,Notebook,Windows 11
2040,4112,iPhone,iOS 16
2040,4113,Celular,Android 13
2041,4114,Notebook,Windows 11
2041,4115,MacBook,macOS Ventura
2042,4116,MacBook,macOS Monterey
2042,4117,MacBook,macOS Ventura
2042,4118,Celular,Android 13
2043,4119,Servidor,Ubuntu 20.04
2043,4120,Servidor,Ubuntu 20.04
2043,4121,iPhone,iOS 16
2044,4122,Servidor,Ubuntu 22.04
2045,4123,Celular,Android 14
2045,4124,Notebook,Windows 10
2045,4125,Notebook,Windows 11
2046,4126,Notebook,Windows 11
2046,4127,iPhone,iOS 16
2046,4128,Servidor,Ubuntu 22.04
2047,4129,Celular,Android 13
2048,4130,MacBook,macOS Monterey
2048,4131,iPhone,iOS 17
2049,4132,MacBook,macOS Ventura
2049,4133,Servidor,Ubuntu 20.04
2049,4134,Servidor,Ubuntu 20.04
2050,4135,Notebook,Windows 11
2050,4136,iPhone,iOS 17
2050,4137,MacBook,macOS Ventura
2051,4138,Celular,Android 14
2052,4139,Notebook,Windows 10
2052,4140,iPhone,iOS 17
2052,4141,iPhone,iOS 17
2053,4142,iPhone,iOS 16
2054,4143,MacBook,macOS Monterey
2054,4144,Notebook,Windows 10
2054,4145,Celular,Android 14
2055,4146,Notebook,Windows 11
2056,4147,MacBook,macOS Ventura
2056,4148,Celular,Android 13
2057,4149,Servidor,Ubuntu 20.04
2058,4150,Celular,Android 13
2058,4151,iPhone,iOS 16
2058,4152,Celular,Android 13
2059,4153,iPhone,iOS 16
2059,4154,iPhone,iOS 17
2059,4155,Servidor,Ubuntu 22.04
2060,4156,Celular,Android 13
2061,4157,MacBook,macOS Ventura
2061,4158,Servidor,Ubuntu 20.04
2061,4159,MacBook,macOS Monterey
2062,4160,MacBook,macOS Monterey
2062,4161,Celular,Android 13
2062,4162,iPhone,iOS 16
2063,4163,Celular,Android 13
2063,4164,Notebook,Windows 11
2063,4165,Celular,Android 14
2064,4166,Notebook,Windows 10
2064,4167,Servidor,Ubuntu 22.04
2065,4168,iPhone,iOS 17
2066,4169,Celular,Android 13
2066,4170,Notebook,Windows 11
2067,4171,iPhone,iOS 16
2067,4172,MacBook,macOS Ventura
2067,4173,iPhone,iOS 17
2068,4174,iPhone,iOS 17
2068,4175,MacBook,macOS Ventura
2069,4176,Celular,Android 14
2069,4177,Servidor,Ubuntu 20.04
2069,4178,MacBook,macOS Monterey
2070,4179,iPhone,iOS 17
2071,4180,Servidor,Ubuntu 20.04
2071,4181,Celular,Android 13
2072,4182,Notebook,Windows 10
2072,4183,MacBook,macOS Monterey
2072,4184,iPhone,iOS 16
2073,4185,Servidor,Ubuntu 20.04
2073,4186,Notebook,Windows 11
2074,4187,Notebook,Windows 11
2074,4188,Notebook,Windows 11
2074,4189,Servidor,Ubuntu 20.04
2075,4190,Celular,Android 14
2075,4191,Notebook,Windows 10
2076,4192,Celular,Android 13
2076,4193,Notebook,Windows 11
2076,4194,iPhone,iOS 16
2077,4195,Celular,Android 13
2077,4196,Notebook,Windows 10
2078,4197,Celular,Android 14
2078,4198,Notebook,Windows 10
2078,4199,Servidor,Ubuntu 22.04
2079,4200,iPhone,iOS 17
2080,4201,MacBook,macOS Ventura
2080,4202,Notebook,Windows 10
2081,4203,Celular,Android 14
2081,4204,MacBook,macOS Monterey
2082,4205,Notebook,Windows 10
2082,4206,iPhone,iOS 17
2082,4207,Celular,Android 13
2083,4208,Celular,Android 13
2084,4209,MacBook,macOS Monterey
2084,4210,Servidor,Ubuntu 20.04
2084,4211,Servidor,Ubuntu 22.04
2085,4212,Notebook,Windows 11
2085,4213,Servidor,Ubuntu 22.04
2086,4214,iPhone,iOS 17
2086,4215,MacBook,macOS Ventura
2086,4216,Celular,Android 13
2087,4217,Celular,Android 14
2087,4218,MacBook,macOS Monterey
2088,4219,iPhone,iOS 16
2088,4220,MacBook,macOS Ventura
2089,4221,MacBook,macOS Ventura
2089,4222,MacBook,macOS Monterey
2090,4223,Notebook,Windows 10
2090,4224,Notebook,Windows 10
2091,4225,MacBook,macOS Monterey
2091,4226,Celular,Android 13
2091,4227,iPhone,iOS 16
2092,4228,iPhone,iOS 17
2093,4229,iPhone,iOS 16
2093,4230,Notebook,Windows 10
2093,4231,Notebook,Windows 11
2094,4232,Servidor,Ubuntu 22.04
2095,4233,MacBook,macOS Monterey
2095,4234,Celular,Android 13
2096,4235,Servidor,Ubuntu 22.04
2096,4236,MacBook,macOS Ventura
2097,4237,iPhone,iOS 16
2097,4238,MacBook,macOS Ventura
2098,4239,iPhone,iOS 16
2099,4240,Celular,Android 13
2100,4241,Notebook,Windows 11
2101,4242,iPhone,iOS 16
2102,4243,iPhone,iOS 17
2102,4244,Celular,Android 14
2103,4245,Celular,Android 14
2103,4246,iPhone,iOS 17
2103,4247,Celular,Android 14
2104,4248,Celular,Android 13
2104,4249,Servidor,Ubuntu 22.04
2104,4250,iPhone,iOS 16
2105,4251,Servidor,Ubuntu 20.04
2105,4252,Celular,Android 14
2106,4253,iPhone,iOS 16
2106,4254,iPhone,iOS 17
2107,4255,iPhone,iOS 17
2107,4256,MacBook,macOS Ventura
2107,4257,MacBook,macOS Ventura
2108,4258,MacBook,macOS Monterey
2108,4259,Celular,Android 14
2108,4260,MacBook,macOS Ventura
2109,4261,Notebook,Windows 11
2109,4262,Notebook,Windows 10
2109,4263,Servidor,Ubuntu 22.04
2110,4264,Celular,Android 13
2111,4265,iPhone,iOS 16
2112,4266,iPhone,iOS 17
2112,4267,Celular,Android 14
2113,4268,Celular,Android 13
2114,4269,Servidor,Ubuntu 22.04
2115,4270,Celular,Android 14
2116,4271,Servidor,Ubuntu 22.04
2116,4272,Notebook,Windows 11
2117,4273,MacBook,macOS Ventura
2118,4274,Servidor,Ubuntu 20.04
2118,4275,Servidor,Ubuntu 20.04
2118,4276,Servidor,Ubuntu 20.04
2119,4277,Servidor,Ubuntu 22.04
2120,4278,MacBook,macOS Monterey
2121,4279,Notebook,Windows 10
2122,4280,Servidor,Ubuntu 22.04
2123,4281,MacBook,macOS Monterey
2124,4282,Servidor,Ubuntu 20.04
2124,4283,iPhone,iOS 17
2124,4284,iPhone,iOS 17
2125,4285,Celular,Android 14
2125,4286,Celular,Android 13
2126,4287,Celular,Android 13
2127,4288,Notebook,Windows 10
2127,4289,Notebook,Windows 10
2128,4290,Notebook,Windows 10
2128,4291,iPhone,iOS 17
2129,4292,Notebook,Windows 10
2130,4293,iPhone,iOS 16
2131,4294,Celular,Android 13
2131,4295,iPhone,iOS 16
2131,4296,Celular,Android 13
2132,4297,Servidor,Ubuntu 20.04
2133,4298,Notebook,Windows 10
2134,4299,Celular,Android 13
2134,4300,iPhone,iOS 17
2135,4301,MacBook,macOS Monterey
2135,4302,MacBook,macOS Monterey
2136,4303,Servidor,Ubuntu 22.04
2136,4304,Servidor,Ubuntu 22.04
2136,4305,Celular,Android 13
2137,4306,Servidor,Ubuntu 20.04
2137,4307,Celular,Android 14
2137,4308,Notebook,Windows 11
2138,4309,Notebook,Windows 10
2138,4310,MacBook,macOS Ventura
2139,4311,iPhone,iOS 16
2140,4312,Notebook,Windows 10
2141,4313,MacBook,macOS Ventura
2142,4314,MacBook,macOS Ventura
2142,4315,iPhone,iOS 17
2142,4316,MacBook,macOS Monterey
2143,4317,MacBook,macOS Monterey
2144,4318,MacBook,macOS Ventura
2145,4319,iPhone,iOS 16
2146,4320,Servidor,Ubuntu 22.04
2146,4321,MacBook,macOS Ventura
2146,4322,iPhone,iOS 17
2147,4323,MacBook,macOS Monterey
2147,4324,MacBook,macOS Ventura
2147,4325,Notebook,Windows 10
2148,4326,Notebook,Windows 11
2148,4327,Notebook,Windows 10
2149,4328,Celular,Android 13
2149,4329,MacBook,macOS Ventura
2149,4330,iPhone,iOS 17
2150,4331,iPhone,iOS 17
2150,4332,Celular,Android 13
2150,4333,MacBook,macOS Ventura
2151,4334,iPhone,iOS 16
2152,4335,Notebook,Windows 10
2152,4336,Celular,Android 14
2152,4337,Celular,Android 13
2153,4338,iPhone,iOS 16
2153,4339,Notebook,Windows 11
2153,4340,Notebook,Windows 11
2154,4341,Notebook,Windows 10
2154,4342,Notebook,Windows 10
2155,4343,iPhone,iOS 17
2155,4344,Servidor,Ubuntu 22.04
2155,4345,MacBook,macOS Ventura
2156,4346,Celular,Android 13
2156,4347,Notebook,Windows 10
2157,4348,MacBook,macOS Ventura
2157,4349,MacBook,macOS Ventura
2158,4350,Servidor,Ubuntu 20.04
2159,4351,Celular,Android 14
2160,4352,Notebook,Windows 11
2160,4353,Celular,Android 14
2160,4354,Notebook,Windows 10
2161,4355,Servidor,Ubuntu 20.04
2161,4356,iPhone,iOS 16
2162,4357,Servidor,Ubuntu 20.04
2162,4358,Notebook,Windows 10
2162,4359,MacBook,macOS Ventura
2163,4360,Servidor,Ubuntu 20.04
2163,4361,Servidor,Ubuntu 20.04
2164,4362,Servidor,Ubuntu 20.04
2164,4363,Celular,Android 14
2164,4364,iPhone,iOS 16
2165,4365,Celular,Android 13
2165,4366,Celular,Android 13
2165,4367,MacBook,macOS Monterey
2166,4368,Celular,Android 13
2167,4369,MacBook,macOS Ventura
2168,4370,Notebook,Windows 11
2168,4371,Celular,Android 13
2168,4372,MacBook,macOS Monterey
2169,4373,Notebook,Windows 10
2169,4374,Celular,Android 13
2169,4375,Notebook,Windows 11
2170,4376,Servidor,Ubuntu 20.04
2171,4377,Servidor,Ubuntu 20.04
2172,4378,Celular,Android 14
2173,4379,Servidor,Ubuntu 22.04
2173,4380,iPhone,iOS 16
2173,4381,Servidor,Ubuntu 22.04
2174,4382,Celular,Android 13
2174,4383,Notebook,Windows 10
2175,4384,iPhone,iOS 17
2175,4385,Celular,Android 13
2175,4386,Celular,Android 13
2176,4387,MacBook,macOS Monterey
2177,4388,MacBook,macOS Monterey
2178,4389,iPhone,iOS 16
2178,4390,Notebook,Windows 11
2178,4391,Servidor,Ubuntu 20.04
2179,4392,MacBook,macOS Monterey
2179,4393,Celular,Android 13
2179,4394,Celular,Android 14
2180,4395,Notebook,Windows 11
2181,4396,Notebook,Windows 10
2181,4397,MacBook,macOS Monterey
2181,4398,Celular,Android 14
2182,4399,Celular,Android 14
2182,4400,Notebook,Windows 11
2182,4401,Servidor,Ubuntu 20.04
2183,4402,Celular,Android 13
2183,4403,Celular,Android 13
2184,4404,Notebook,Windows 10
2185,4405,Servidor,Ubuntu 22.04
2185,4406,Servidor,Ubuntu 20.04
2185,4407,Notebook,Windows 11
2186,4408,Notebook,Windows 10
2187,4409,MacBook,macOS Ventura
2187,4410,MacBook,macOS Ventura
2187,4411,Celular,Android 13
2188,4412,Notebook,Windows 11
2188,4413,Notebook,Windows 10
2189,4414,MacBook,macOS Ventura
2189,4415,Servidor,Ubuntu 22.04
2189,4416,Servidor,Ubuntu 20.04
2190,4417,Servidor,Ubuntu 22.04
2191,4418,Servidor,Ubuntu 20.04
2191,4419,Servidor,Ubuntu 22.04
2191,4420,Servidor,Ubuntu 20.04
2192,4421,Celular,Android 13
2193,4422,MacBook,macOS Ventura
2193,4423,Servidor,Ubuntu 20.04
2194,4424,MacBook,macOS Ventura
2194,4425,Notebook,Windows 10
2195,4426,MacBook,macOS Ventura
2195,4427,Servidor,Ubuntu 22.04
2196,4428,Celular,Android 13
2196,4429,Notebook,Windows 11
2196,4430,MacBook,macOS Monterey
2197,4431,Celular,Android 14
2197,4432,Servidor,Ubuntu 20.04
2197,4433,Notebook,Windows 10
2198,4434,MacBook,macOS Monterey
2199,4435,iPhone,iOS 16
2199,4436,Celular,Android 13
2199,4437,Notebook,Windows 11
2200,4438,Servidor,Ubuntu 22.04
2200,4439,MacBook,macOS Monterey
2201,4440,Celular,Android 14
2201,4441,Celular,Android 14
2202,4442,Servidor,Ubuntu 20.04
2202,4443,MacBook,macOS Monterey
2202,4444,Servidor,Ubuntu 22.04
2203,4445,MacBook,macOS Monterey
2204,4446,iPhone,iOS 17
2204,4447,Notebook,Windows 10
2204,4448,MacBook,macOS Ventura
2205,4449,Celular,Android 14
2205,4450,Notebook,Windows 11
2205,4451,Servidor,Ubuntu 20.04
2206,4452,iPhone,iOS 16
2206,4453,Servidor,Ubuntu 22.04
2206,4454,iPhone,iOS 16
2207,4455,Celular,Android 14
2208,4456,Notebook,Windows 10
2209,4457,Notebook,Windows 11
2209,4458,Notebook,Windows 10
2209,4459,Servidor,Ubuntu 20.04
2210,4460,iPhone,iOS 16
2210,4461,Celular,Android 14
2211,4462,Notebook,Windows 11
2211,4463,Celular,Android 14
2212,4464,iPhone,iOS 16
2212,4465,iPhone,iOS 17
2212,4466,Servidor,Ubuntu 20.04
2213,4467,Servidor,Ubuntu 22.04
2214,4468,MacBook,macOS Monterey
2214,4469,MacBook,macOS Ventura
2215,4470,MacBook,macOS Ventura
2216,4471,Servidor,Ubuntu 20.04
2216,4472,MacBook,macOS Monterey
2216,4473,Celular,Android 14
2217,4474,Notebook,Windows 11
2217,4475,MacBook,macOS Ventura
2218,4476,Celular,Android 14
2219,4477,Servidor,Ubuntu 20.04
2219,4478,MacBook,macOS Monterey
