id_usuario,id_incidente,descricao,duracao,data_e_hora,status
1938,5734,Phishing,3255,2024-08-03 07:46:35,não solucionado
1938,5735,Ransomware,427,2024-12-09 18:21:31,solucionado
1939,5736,Malware Detection,2549,2025-02-12 17:32:29,não solucionado
1939,5737,Account Takeover,3271,2024-06-22 10:59:04,solucionado
1939,5738,Account Takeover,1482,2023-10-13 12:19:53,solucionado
1939,5739,Account Takeover,1489,2023-09-17 13:08:02,solucionado
1939,5740,SQL Injection,2481,2023-10-22 05:17:25,não solucionado
1940,5741,Zero-Day Exploit,321,2024-10-13 04:03:53,solucionado
1940,5742,Data Breach,1799,2025-03-03 17:11:07,solucionado
1940,5743,Zero-Day Exploit,3008,2024-04-14 20:53:01,solucionado
1940,5744,Malware Detection,2819,2024-02-02 12:24:31,não solucionado
1941,5745,SQL Injection,3180,2024-09-13 00:53:36,não solucionado
1941,5746,Zero-Day Exploit,2228,2024-09-29 06:32:00,não solucionado
1941,5747,Data Breach,104,2024-03-26 03:11:44,solucionado
1941,5748,Ransomware,1489,2025-04-19 06:05:32,solucionado
1942,5749,DDoS Attack,891,2024-07-12 01:13:21,solucionado
1942,5750,Account Takeover,2733,2024-06-17 06:29:49,não solucionado
1943,5751,Data Breach,2980,2024-11-21 01:12:16,solucionado
1943,5752,Data Breach,4,2023-06-03 12:06:24,solucionado
1943,5753,Account Takeover,2786,2024-04-03 17:10:24,solucionado
1943,5754,Malware Detection,294,2024-07-10 13:14:01,solucionado
1944,5755,DDoS Attack,1211,2024-05-07 17:34:20,solucionado
1944,5756,Data Breach,462,2025-01-01 06:52:21,não solucionado
1944,5757,SQL Injection,2179,2023-05-30 12:20:01,não solucionado
1945,5758,SQL Injection,2430,2024-03-03 16:29:43,não solucionado
1945,5759,Zero-Day Exploit,90,2024-10-23 02:29:31,solucionado
1945,5760,Data Breach,1546,2024-01-20 23:31:45,solucionado
1945,5761,Data Breach,13,2024-05-18 04:41:52,solucionado
1946,5762,DDoS Attack,3059,2023-08-22 06:31:06,não solucionado
1946,5763,DDoS Attack,3193,2024-12-25 04:36:25,solucionado
1946,5764,Malware Detection,2709,2024-03-05 13:22:20,solucionado
1946,5765,DDoS Attack,1977,2024-06-16 09:08:34,solucionado
1946,5766,Phishing,1571,2024-04-18 19:09:46,solucionado
1947,5767,Phishing,1545,2024-03-10 09:10:45,solucionado
1947,5768,DDoS Attack,2372,2024-09-15 17:11:20,não solucionado
1947,5769,Malware Detection,336,2023-06-07 10:36:32,solucionado
1948,5770,Malware Detection,2125,2025-04-21 19:34:20,solucionado
1948,5771,Data Breach,84,2023-12-08 06:27:39,solucionado
1948,5772,Malware Detection,2198,2024-08-10 17:34:05,não solucionado
1948,5773,Malware Detection,1829,2023-12-08 14:51:43,não solucionado
1949,5774,Account Takeover,3411,2024-06-15 22:56:23,solucionado
1949,5775,Zero-Day Exploit,1167,2024-12-15 12:23:39,solucionado
1949,5776,Zero-Day Exploit,2558,2023-08-19 04:59:59,não solucionado
1949,5777,Phishing,1294,2024-06-21 02:15:01,solucionado
1949,5778,DDoS Attack,3557,2024-10-11 17:55:03,solucionado
1950,5779,SQL Injection,1458,2024-02-07 21:29:47,não solucionado
1950,5780,Malware Detection,2265,2025-04-25 09:08:50,não solucionado
1950,5781,Malware Detection,39,2024-10-20 10:59:31,solucionado
1951,5782,SQL Injection,820,2025-02-12 00:21:22,solucionado
1952,5783,Account Takeover,2494,2023-11-22 13:06:26,não solucionado
1952,5784,SQL Injection,893,2023-08-03 01:32:52,solucionado
1952,5785,Zero-Day Exploit,2297,2024-08-23 16:51:11,solucionado
1952,5786,Malware Detection,364,2024-12-03 10:39:14,não solucionado
1952,5787,Data Breach,2153,2025-03-28 03:00:35,não solucionado
1953,5788,Zero-Day Exploit,1426,2024-06-09 14:06:15,solucionado
1953,5789,Data Breach,3258,2023-05-08 00:34:00,não solucionado
1953,5790,DDoS Attack,471,2023-08-21 08:15:06,solucionado
1953,5791,SQL Injection,909,2024-06-07 08:06:35,solucionado
1954,5792,Ransomware,1097,2025-03-14 23:24:23,solucionado
1954,5793,Phishing,3090,2024-12-25 23:50:39,não solucionado
1954,5794,Phishing,1272,2024-01-10 09:35:12,solucionado
1954,5795,Phishing,994,2024-05-02 04:29:49,solucionado
1954,5796,Zero-Day Exploit,2755,2025-01-10 17:14:16,solucionado
1955,5797,Data Breach,2786,2024-04-15 12:08:01,solucionado
1955,5798,Malware Detection,628,2023-12-10 07:31:17,solucionado
1955,5799,Zero-Day Exploit,3485,2024-03-21 20:02:18,solucionado
1955,5800,Account Takeover,3001,2023-07-10 05:58:09,solucionado
1956,5801,Malware Detection,2578,2023-10-26 08:00:33,não solucionado
1956,5802,Account Takeover,3409,2023-10-27 10:50:42,não solucionado
1956,5803,Zero-Day Exploit,3554,2024-08-19 02:10:28,solucionado
1957,5804,Phishing,498,2024-11-13 04:18:08,solucionado
1957,5805,SQL Injection,956,2023-10-28 15:42:47,solucionado
1957,5806,Account Takeover,1467,2024-01-04 11:43:16,solucionado
1957,5807,Account Takeover,401,2024-07-05 06:08:03,solucionado
1958,5808,Data Breach,36,2023-11-07 01:34:37,não solucionado
1958,5809,Zero-Day Exploit,2449,2023-12-28 00:19:29,não solucionado
1958,5810,SQL Injection,2136,2024-02-22 23:22:57,não solucionado
1958,5811,Ransomware,3176,2023-07-22 13:26:40,não solucionado
1958,5812,Phishing,2665,2024-06-23 08:27:45,não solucionado
1959,5813,Zero-Day Exploit,1981,2024-02-19 16:37:17,não solucionado
1960,5814,SQL Injection,1855,2024-03-01 06:33:00,não solucionado
1960,5815,Phishing,1959,2024-01-19 00:54:59,não solucionado
1961,5816,DDoS Attack,2665,2024-12-23 11:15:10,não solucionado
1961,5817,DDoS Attack,2648,2023-10-23 03:45:37,não solucionado
1961,5818,DDoS Attack,3011,2023-11-23 20:00:34,não solucionado
1962,5819,Ransomware,1264,2024-01-10 22:19:13,solucionado
1962,5820,Phishing,386,2024-11-04 03:19:48,solucionado
1962,5821,Malware Detection,2658,2024-03-30 06:56:18,não solucionado
1962,5822,Account Takeover,1189,2023-07-19 22:58:36,solucionado
1963,5823,Account Takeover,1003,2024-09-05 22:31:32,não solucionado
1963,5824,Ransomware,30,2024-01-22 15:31:30,solucionado
1964,5825,Ransomware,1707,2025-04-26 04:16:36,não solucionado
1965,5826,Zero-Day Exploit,160,2024-08-24 01:44:16,solucionado
1965,5827,Ransomware,1275,2025-03-24 10:16:45,não solucionado
1966,5828,Malware Detection,2734,2024-03-14 17:51:42,solucionado
1966,5829,Malware Detection,112,2024-10-19 06:54:55,solucionado
1966,5830,Data Breach,1304,2024-12-24 06:40:28,solucionado
1966,5831,SQL Injection,1309,2024-10-02 10:35:14,solucionado
1967,5832,SQL Injection,2389,2023-11-18 08:41:13,solucionado
1967,5833,SQL Injection,2458,2024-07-20 01:10:41,não solucionado
1967,5834,DDoS Attack,3176,2023-06-01 01:35:55,solucionado
1967,5835,DDoS Attack,2335,2023-06-26 15:32:51,solucionado
1968,5836,Account Takeover,381,2025-04-05 14:56:33,solucionado
1968,5837,Malware Detection,2561,2025-01-12 05:40:33,não solucionado
1968,5838,Data Breach,2494,2024-05-09 07:35:23,não solucionado
1968,5839,Phishing,3424,2024-09-21 00:11:35,não solucionado
1968,5840,Data Breach,3209,2024-09-23 02:01:32,solucionado
1969,5841,Data Breach,1107,2024-01-06 18:21:49,solucionado
1969,5842,SQL Injection,784,2023-06-04 16:08:33,solucionado
1969,5843,Data Breach,3302,2024-02-24 14:39:53,solucionado
1969,5844,Account Takeover,2763,2023-08-20 18:13:49,não solucionado
1969,5845,Data Breach,976,2024-01-20 05:47:41,solucionado
1970,5846,SQL Injection,3179,2024-10-19 19:53:35,solucionado
1971,5847,DDoS Attack,2272,2023-10-13 19:12:16,não solucionado
1971,5848,Ransomware,1408,2023-08-09 18:08:30,solucionado
1971,5849,Phishing,1843,2024-07-10 15:55:08,não solucionado
1971,5850,Account Takeover,837,2024-03-04 10:23:40,solucionado
1972,5851,SQL Injection,1161,2024-02-25 23:28:14,solucionado
1972,5852,Ransomware,859,2024-07-06 17:31:33,solucionado
1972,5853,Ransomware,2462,2024-01-13 15:04:45,não solucionado
1972,5854,Malware Detection,3439,2023-11-02 17:06:40,solucionado
1972,5855,Zero-Day Exploit,1659,2024-10-02 10:32:13,solucionado
1973,5856,DDoS Attack,2255,2023-10-06 17:53:54,solucionado
1973,5857,Zero-Day Exploit,870,2024-05-08 12:47:17,solucionado
1973,5858,Account Takeover,1167,2024-01-14 18:52:57,solucionado
1974,5859,Phishing,1674,2024-08-27 21:20:26,solucionado
1974,5860,Malware Detection,1875,2023-09-05 01:19:09,não solucionado
1974,5861,Phishing,3573,2024-09-26 22:43:13,não solucionado
1974,5862,SQL Injection,2394,2024-03-07 18:02:53,não solucionado
1975,5863,Account Takeover,3261,2023-09-01 06:31:55,não solucionado
1975,5864,Zero-Day Exploit,421,2024-05-21 16:39:46,não solucionado
1975,5865,Ransomware,1607,2024-10-03 09:52:33,solucionado
1975,5866,Zero-Day Exploit,3397,2024-04-29 00:51:14,não solucionado
1975,5867,Ransomware,1716,2025-02-19 20:46:16,solucionado
1976,5868,Malware Detection,1575,2024-04-09 10:57:48,solucionado
1977,5869,SQL Injection,2358,2023-11-03 05:39:43,não solucionado
1977,5870,Ransomware,77,2024-03-19 05:05:17,não solucionado
1977,5871,Account Takeover,1328,2024-06-02 11:15:06,solucionado
1978,5872,DDoS Attack,3379,2024-08-13 02:41:10,solucionado
1979,5873,Account Takeover,137,2023-05-02 17:22:19,solucionado
1980,5874,SQL Injection,3050,2024-12-07 00:56:17,solucionado
1980,5875,DDoS Attack,3095,2023-07-18 10:03:54,não solucionado
1980,5876,SQL Injection,3583,2024-01-19 02:07:13,solucionado
1980,5877,Account Takeover,2107,2023-06-13 08:21:14,solucionado
1981,5878,Phishing,2750,2024-04-25 17:52:30,solucionado
1981,5879,SQL Injection,803,2023-07-02 11:03:33,solucionado
1981,5880,Ransomware,2098,2023-08-29 19:54:19,solucionado
1981,5881,Ransomware,905,2023-05-01 09:56:49,solucionado
1981,5882,Phishing,2950,2023-08-14 00:11:09,não solucionado
1982,5883,Ransomware,345,2023-08-24 18:27:04,solucionado
1982,5884,Data Breach,7,2023-05-14 21:31:44,solucionado
1982,5885,Account Takeover,2633,2024-01-28 19:42:14,solucionado
1982,5886,Ransomware,604,2023-12-22 19:29:45,não solucionado
1982,5887,Zero-Day Exploit,1883,2023-08-15 22:34:34,não solucionado
1983,5888,Phishing,796,2024-06-27 09:58:21,solucionado
1983,5889,SQL Injection,884,2024-05-20 16:19:11,solucionado
1984,5890,Malware Detection,2762,2024-05-20 19:50:12,não solucionado
1984,5891,DDoS Attack,804,2025-02-26 16:18:32,solucionado
1984,5892,Data Breach,1519,2024-02-14 02:55:41,solucionado
1984,5893,Zero-Day Exploit,2784,2023-10-02 10:52:45,não solucionado
1984,5894,SQL Injection,364,2023-12-23 10:06:03,solucionado
1985,5895,Zero-Day Exploit,1754,2023-08-13 22:19:52,solucionado
1985,5896,DDoS Attack,2766,2024-10-12 21:57:19,não solucionado
1985,5897,SQL Injection,557,2024-12-14 05:22:36,solucionado
1985,5898,SQL Injection,1004,2023-11-19 21:39:57,não solucionado
1986,5899,Account Takeover,2803,2023-12-01 01:44:32,não solucionado
1986,5900,Account Takeover,2663,2025-01-14 10:12:02,solucionado
1986,5901,Data Breach,1169,2024-06-01 20:38:28,solucionado
1987,5902,Zero-Day Exploit,1595,2023-11-26 00:52:42,solucionado
1987,5903,Zero-Day Exploit,1720,2024-11-21 23:41:32,não solucionado
1988,5904,Zero-Day Exploit,1726,2024-06-07 05:06:16,solucionado
1989,5905,Data Breach,1221,2023-11-10 14:59:30,não solucionado
1989,5906,Malware Detection,312,2023-12-01 05:40:21,solucionado
1989,5907,Ransomware,3090,2024-03-18 21:22:56,não solucionado
1990,5908,SQL Injection,1527,2024-12-26 22:04:04,não solucionado
1991,5909,Ransomware,1008,2024-11-29 23:31:32,não solucionado
1991,5910,Ransomware,739,2025-04-16 11:59:58,solucionado
1991,5911,Data Breach,3543,2023-09-20 22:27:34,não solucionado
1991,5912,DDoS Attack,1686,2024-10-27 08:09:46,solucionado
1992,5913,Phishing,3014,2024-04-01 08:53:26,não solucionado
1993,5914,Malware Detection,2797,2023-12-20 11:20:57,solucionado
1993,5915,Ransomware,2058,2023-06-23 22:31:54,não solucionado
1993,5916,Data Breach,3068,2025-03-07 03:26:32,não solucionado
1993,5917,Zero-Day Exploit,3226,2023-06-14 17:37:03,solucionado
1993,5918,Account Takeover,1646,2025-01-31 06:36:38,solucionado
1994,5919,Zero-Day Exploit,2740,2024-02-07 10:55:30,solucionado
1994,5920,Phishing,1150,2024-04-18 10:39:02,solucionado
1994,5921,Zero-Day Exploit,3003,2024-02-27 09:22:38,não solucionado
1994,5922,SQL Injection,1638,2023-11-27 10:47:41,não solucionado
1994,5923,SQL Injection,2243,2024-10-07 00:39:00,não solucionado
1995,5924,Malware Detection,1132,2023-09-28 09:08:22,solucionado
1996,5925,DDoS Attack,2034,2024-04-14 21:29:29,solucionado
1996,5926,SQL Injection,1171,2024-04-04 14:47:30,solucionado
1996,5927,Phishing,1293,2023-06-27 19:46:30,não solucionado
1996,5928,Account Takeover,3434,2024-12-19 02:32:44,solucionado
1996,5929,Zero-Day Exploit,2787,2023-12-31 21:57:15,não solucionado
1997,5930,SQL Injection,1541,2023-07-20 06:48:28,não solucionado
1998,5931,Zero-Day Exploit,3004,2023-07-06 21:22:43,solucionado
1998,5932,Ransomware,687,2024-02-18 06:08:07,solucionado
1998,5933,Account Takeover,1865,2024-06-21 06:41:39,não solucionado
1999,5934,Account Takeover,1156,2023-09-28 09:31:41,solucionado
1999,5935,Malware Detection,69,2024-02-13 07:14:12,solucionado
1999,5936,DDoS Attack,2958,2025-04-08 12:24:58,não solucionado
1999,5937,Data Breach,3208,2024-11-23 20:04:50,solucionado
1999,5938,Zero-Day Exploit,2643,2023-07-09 06:08:14,não solucionado
2000,5939,Account Takeover,3552,2024-03-25 19:27:49,solucionado
2000,5940,Zero-Day Exploit,1963,2024-11-02 13:49:16,não solucionado
2000,5941,Account Takeover,392,2023-12-15 02:19:53,solucionado
2000,5942,Data Breach,370,2024-08-28 07:33:43,solucionado
2001,5943,DDoS Attack,1456,2025-03-01 12:20:36,solucionado
2002,5944,Data Breach,2548,2024-11-24 15:21:45,não solucionado
2002,5945,Ransomware,2613,2023-12-11 23:28:54,não solucionado
2002,5946,DDoS Attack,2842,2023-11-28 02:26:34,não solucionado
2003,5947,DDoS Attack,2270,2023-11-23 13:47:34,solucionado
2004,5948,DDoS Attack,882,2023-12-17 01:11:42,solucionado
2004,5949,Data Breach,3498,2023-05-30 04:30:26,não solucionado
2004,5950,Malware Detection,2407,2024-08-17 02:24:07,não solucionado
2004,5951,Data Breach,1275,2023-08-08 12:38:45,solucionado
2004,5952,Malware Detection,2244,2024-10-13 21:57:36,não solucionado
2005,5953,SQL Injection,775,2024-03-15 00:22:53,não solucionado
2005,5954,Account Takeover,521,2023-10-11 04:59:42,solucionado
2005,5955,DDoS Attack,1277,2025-03-24 20:45:44,solucionado
2006,5956,Malware Detection,2110,2024-10-22 08:13:21,solucionado
2006,5957,Ransomware,634,2024-11-09 23:22:04,solucionado
2007,5958,Malware Detection,1362,2024-04-02 01:37:42,não solucionado
2007,5959,Ransomware,1485,2024-05-20 09:48:18,solucionado
2008,5960,Phishing,3312,2025-01-15 05:15:20,não solucionado
2008,5961,Account Takeover,1216,2023-05-03 20:05:39,não solucionado
2009,5962,Account Takeover,2719,2024-09-16 12:37:06,não solucionado
2009,5963,Ransomware,1310,2024-11-11 05:28:05,solucionado
2009,5964,Zero-Day Exploit,1667,2024-06-10 14:23:31,solucionado
2010,5965,SQL Injection,2515,2024-12-02 13:00:57,solucionado
2010,5966,Account Takeover,1398,2024-05-14 22:45:31,solucionado
2011,5967,SQL Injection,429,2024-08-13 19:37:32,não solucionado
2012,5968,Account Takeover,549,2025-03-08 19:12:23,solucionado
2012,5969,Malware Detection,1657,2025-01-07 12:18:56,solucionado
2013,5970,SQL Injection,599,2024-03-15 08:18:54,solucionado
2013,5971,Phishing,2168,2023-12-12 05:32:09,solucionado
2013,5972,Data Breach,2587,2024-09-06 23:58:59,não solucionado
2013,5973,Account Takeover,2034,2024-10-19 06:21:34,não solucionado
2013,5974,Malware Detection,3055,2023-08-16 06:00:54,não solucionado
2014,5975,Zero-Day Exploit,202,2025-01-07 14:57:06,solucionado
2014,5976,Data Breach,647,2025-01-25 00:15:46,solucionado
2015,5977,Ransomware,2522,2025-03-24 18:47:59,não solucionado
2015,5978,Zero-Day Exploit,3011,2023-12-10 22:40:14,não solucionado
2015,5979,DDoS Attack,1041,2023-06-02 17:21:54,solucionado
2015,5980,Data Breach,2280,2023-09-14 12:55:23,solucionado
2015,5981,Zero-Day Exploit,501,2024-01-09 12:29:15,solucionado
2016,5982,Phishing,2894,2024-05-02 12:14:52,solucionado
2016,5983,DDoS Attack,2588,2023-11-11 04:07:36,não solucionado
2016,5984,SQL Injection,66,2024-11-19 12:08:19,solucionado
2017,5985,Ransomware,3471,2023-11-28 06:43:36,não solucionado
2017,5986,Account Takeover,1955,2025-04-09 11:07:52,solucionado
2017,5987,Account Takeover,1848,2023-12-21 08:36:50,solucionado
2017,5988,SQL Injection,2837,2024-06-09 13:17:06,solucionado
2018,5989,Phishing,385,2024-05-01 06:48:39,não solucionado
2018,5990,SQL Injection,1349,2023-08-02 09:56:33,solucionado
2019,5991,Zero-Day Exploit,2982,2023-07-04 21:43:23,não solucionado
2019,5992,SQL Injection,1424,2024-08-08 22:16:38,solucionado
2019,5993,SQL Injection,2856,2025-02-02 11:13:04,não solucionado
2019,5994,Data Breach,304,2023-05-18 14:29:08,solucionado
2019,5995,Data Breach,1595,2024-03-12 20:09:37,solucionado
2020,5996,Zero-Day Exploit,3403,2023-12-14 00:20:24,solucionado
2020,5997,Account Takeover,2726,2025-01-08 21:38:53,não solucionado
2020,5998,Zero-Day Exploit,327,2024-01-31 10:24:59,não solucionado
2021,5999,DDoS Attack,2942,2025-02-26 04:29:42,não solucionado
2021,6000,Account Takeover,1262,2024-02-10 17:03:11,solucionado
2022,6001,DDoS Attack,2298,2025-03-21 00:00:24,não solucionado
2022,6002,Data Breach,2411,2023-10-27 14:20:16,não solucionado
2022,6003,Ransomware,381,2024-04-20 00:56:39,solucionado
2022,6004,SQL Injection,1943,2024-03-20 20:46:19,não solucionado
2023,6005,SQL Injection,2022,2023-11-26 04:08:34,não solucionado
2023,6006,Phishing,3309,2025-02-25 00:16:24,solucionado
2024,6007,DDoS Attack,3575,2024-07-10 10:06:22,não solucionado
2024,6008,DDoS Attack,2153,2024-06-25 15:41:50,solucionado
2024,6009,DDoS Attack,2937,2023-12-22 07:58:39,não solucionado
2024,6010,Phishing,3114,2024-10-04 12:56:37,não solucionado
2024,6011,Malware Detection,2159,2024-08-09 02:08:06,não solucionado
2025,6012,Ransomware,1750,2024-05-20 10:16:19,não solucionado
2025,6013,Account Takeover,2792,2023-05-26 09:36:55,não solucionado
2025,6014,SQL Injection,1987,2025-04-11 19:03:37,solucionado
2025,6015,SQL Injection,2618,2023-07-25 08:12:51,solucionado
2026,6016,Data Breach,1965,2024-12-16 12:41:45,não solucionado
2026,6017,Account Takeover,3007,2024-06-04 06:18:05,solucionado
2026,6018,Account Takeover,2354,2024-11-07 21:34:39,não solucionado
2027,6019,Zero-Day Exploit,1321,2025-03-08 17:57:07,solucionado
2028,6020,Malware Detection,2810,2024-04-01 20:38:53,não solucionado
2028,6021,Malware Detection,2891,2023-05-25 16:22:43,não solucionado
2028,6022,Account Takeover,2157,2025-01-09 22:01:53,solucionado
2029,6023,Malware Detection,3236,2023-10-22 05:20:34,solucionado
2030,6024,Malware Detection,3144,2024-03-15 01:31:31,não solucionado
2030,6025,Ransomware,3190,2023-04-29 20:06:56,não solucionado
2030,6026,SQL Injection,1273,2024-01-13 03:54:01,solucionado
2031,6027,Data Breach,1438,2023-10-24 03:34:23,solucionado
2032,6028,Malware Detection,3108,2024-05-10 13:15:15,não solucionado
2033,6029,Data Breach,1251,2024-08-19 03:27:48,solucionado
2033,6030,DDoS Attack,1965,2024-01-06 22:14:04,solucionado
2033,6031,SQL Injection,1681,2024-06-18 00:42:47,solucionado
2033,6032,Phishing,2326,2025-01-12 20:31:18,não solucionado
2033,6033,Account Takeover,1786,2024-06-13 02:46:22,solucionado
2034,6034,Ransomware,3566,2023-08-04 08:17:40,solucionado
2035,6035,Account Takeover,1708,2024-10-10 03:18:35,solucionado
2035,6036,Phishing,1414,2024-09-22 11:36:32,solucionado
2035,6037,Data Breach,2400,2023-09-15 19:15:26,solucionado
2036,6038,SQL Injection,2593,2024-02-21 05:17:27,não solucionado
2036,6039,DDoS Attack,2031,2023-08-26 09:32:27,não solucionado
2036,6040,DDoS Attack,197,2024-06-29 03:12:05,solucionado
2037,6041,Malware Detection,439,2025-03-17 09:33:04,solucionado
2037,6042,DDoS Attack,2911,2024-06-17 21:27:08,não solucionado
2037,6043,Ransomware,1675,2025-01-06 11:56:48,solucionado
2037,6044,Zero-Day Exploit,3027,2025-01-02 09:25:02,não solucionado
2037,6045,DDoS Attack,3290,2024-12-22 06:02:36,solucionado
2038,6046,Data Breach,2282,2024-01-18 02:13:15,não solucionado
2038,6047,Data Breach,3527,2024-08-03 18:34:08,não solucionado
2038,6048,Phishing,2759,2025-03-16 12:57:35,solucionado
2039,6049,SQL Injection,1065,2024-04-24 07:51:36,solucionado
2039,6050,Data Breach,2488,2025-04-26 08:37:45,não solucionado
2040,6051,Phishing,3405,2024-10-18 19:36:10,solucionado
2040,6052,Zero-Day Exploit,3401,2025-04-19 17:10:57,solucionado
2040,6053,Ransomware,337,2023-07-22 11:29:11,solucionado
2040,6054,Malware Detection,2487,2024-03-05 23:33:59,não solucionado
2040,6055,Malware Detection,1869,2024-01-26 19:25:04,não solucionado
2041,6056,DDoS Attack,1389,2024-10-24 17:05:06,solucionado
2041,6057,Data Breach,2754,2025-04-12 03:26:11,solucionado
2041,6058,Malware Detection,1760,2023-09-08 17:23:07,não solucionado
2041,6059,Account Takeover,2540,2024-08-07 04:26:04,solucionado
2041,6060,DDoS Attack,2130,2025-03-14 18:07:34,não solucionado
2042,6061,Phishing,1972,2024-09-30 21:40:55,solucionado
2042,6062,Phishing,1482,2024-11-23 14:30:36,solucionado
2042,6063,Ransomware,1242,2024-02-17 16:22:28,solucionado
2043,6064,Ransomware,3522,2024-08-09 20:37:09,solucionado
2044,6065,Account Takeover,3145,2023-04-29 22:04:11,solucionado
2044,6066,Phishing,1995,2024-03-29 17:33:19,solucionado
2044,6067,SQL Injection,2843,2024-07-31 20:08:56,não solucionado
2044,6068,Data Breach,1223,2023-09-28 10:25:47,solucionado
2044,6069,Malware Detection,1417,2023-07-21 20:32:21,não solucionado
2045,6070,Zero-Day Exploit,1864,2025-04-21 10:32:50,não solucionado
2045,6071,Data Breach,3140,2025-01-21 07:03:59,não solucionado
2045,6072,Account Takeover,2518,2023-05-28 07:06:54,não solucionado
2046,6073,Ransomware,1644,2023-07-02 12:39:05,solucionado
2046,6074,Account Takeover,426,2024-07-29 14:58:41,solucionado
2046,6075,Data Breach,1404,2023-08-19 16:05:26,solucionado
2046,6076,Account Takeover,2655,2023-09-04 05:41:32,não solucionado
2047,6077,Zero-Day Exploit,877,2024-12-07 02:10:54,solucionado
2047,6078,Ransomware,622,2024-10-24 16:14:25,solucionado
2047,6079,Data Breach,3526,2024-05-22 11:15:31,não solucionado
2048,6080,Account Takeover,3412,2024-02-19 01:00:55,não solucionado
2048,6081,Zero-Day Exploit,1484,2023-12-27 08:39:47,não solucionado
2048,6082,Malware Detection,2678,2023-06-07 04:18:35,não solucionado
2048,6083,SQL Injection,1649,2023-11-13 23:18:56,solucionado
2049,6084,Phishing,1232,2024-04-09 02:15:19,solucionado
2049,6085,Phishing,1905,2025-01-28 05:31:43,não solucionado
2049,6086,Malware Detection,1031,2024-11-30 23:44:21,solucionado
2049,6087,SQL Injection,3305,2025-01-31 15:13:46,solucionado
2050,6088,Ransomware,171,2024-03-22 16:21:52,solucionado
2050,6089,Data Breach,2046,2023-05-09 16:37:17,não solucionado
2050,6090,Account Takeover,1528,2024-11-20 01:31:50,solucionado
2051,6091,SQL Injection,413,2024-03-13 22:36:20,solucionado
2051,6092,Phishing,319,2024-10-18 08:10:40,solucionado
2051,6093,Zero-Day Exploit,1426,2024-03-08 21:43:00,solucionado
2051,6094,Phishing,2700,2024-03-26 01:02:58,solucionado
2051,6095,Phishing,3105,2024-01-13 13:12:01,solucionado
2052,6096,SQL Injection,2871,2023-06-18 08:07:25,não solucionado
2052,6097,DDoS Attack,2167,2023-09-25 08:47:31,solucionado
2052,6098,Ransomware,1286,2023-05-05 22:27:07,não solucionado
2052,6099,Malware Detection,1630,2024-11-09 04:27:15,solucionado
2052,6100,DDoS Attack,450,2024-11-21 18:12:32,solucionado
2053,6101,SQL Injection,2773,2025-02-02 05:37:22,solucionado
2053,6102,Data Breach,1446,2024-06-21 13:07:25,solucionado
2053,6103,Data Breach,3239,2023-06-29 11:22:50,não solucionado
2053,6104,SQL Injection,1994,2024-11-27 21:23:04,não solucionado
2054,6105,Data Breach,1107,2023-10-12 09:44:33,solucionado
2054,6106,Malware Detection,876,2025-04-07 23:16:04,solucionado
2054,6107,Data Breach,3281,2024-07-19 15:53:33,solucionado
2054,6108,Ransomware,3360,2025-01-05 08:52:17,solucionado
2054,6109,Malware Detection,3086,2024-04-11 15:49:29,solucionado
2055,6110,Zero-Day Exploit,3512,2024-03-13 23:29:45,solucionado
2056,6111,Zero-Day Exploit,2918,2024-06-09 07:04:53,solucionado
2056,6112,SQL Injection,1809,2025-02-11 19:09:23,solucionado
2056,6113,Malware Detection,2845,2023-12-24 09:03:05,não solucionado
2057,6114,Zero-Day Exploit,2759,2025-01-08 00:04:58,não solucionado
2058,6115,DDoS Attack,3481,2025-02-22 06:05:05,solucionado
2058,6116,Ransomware,744,2024-09-26 14:16:22,solucionado
2058,6117,SQL Injection,972,2025-04-21 21:35:32,solucionado
2058,6118,Zero-Day Exploit,3317,2024-04-04 09:40:10,não solucionado
2058,6119,Account Takeover,2899,2023-06-26 07:35:28,não solucionado
2059,6120,DDoS Attack,310,2024-07-17 14:10:24,não solucionado
2059,6121,Account Takeover,2567,2025-03-06 03:17:25,solucionado
2060,6122,Zero-Day Exploit,3235,2023-12-23 22:52:16,solucionado
2060,6123,DDoS Attack,3453,2023-05-29 19:42:17,solucionado
2060,6124,Ransomware,3318,2024-04-10 14:46:19,solucionado
2060,6125,Account Takeover,1616,2025-01-18 13:38:41,solucionado
2060,6126,Ransomware,1850,2024-07-02 13:15:18,solucionado
2061,6127,Malware Detection,2134,2025-02-11 14:51:44,não solucionado
2062,6128,Phishing,845,2024-03-03 18:38:08,solucionado
2062,6129,Malware Detection,2827,2023-05-08 09:17:37,não solucionado
2063,6130,DDoS Attack,680,2024-09-18 23:34:49,solucionado
2063,6131,Phishing,306,2024-07-30 19:26:54,solucionado
2063,6132,Account Takeover,2712,2024-11-09 07:01:10,solucionado
2063,6133,Data Breach,813,2025-04-02 04:37:07,solucionado
2064,6134,Data Breach,1595,2023-11-06 06:38:43,solucionado
2064,6135,Phishing,802,2025-01-19 10:56:21,solucionado
2064,6136,Phishing,2082,2023-05-18 14:22:16,não solucionado
2064,6137,Zero-Day Exploit,3599,2024-05-28 22:28:49,não solucionado
2064,6138,SQL Injection,1193,2024-08-21 20:35:30,solucionado
2065,6139,SQL Injection,445,2024-04-06 14:29:44,solucionado
